Title,Publish Date,View Count,Like Count,Dislike Count
Biofloc Tarpulin fish tank setup process // Bioflock Fish farming tank construction in Odisha //,2-Aug-20,"1,335",59,1
"Bioflock air pump, Roots blower 1 hp , biofloc blower, blower for fish farming,aquaculture blower,",16-Feb-19,"62,936",410,36
Bioflock harvesting video,28-Dec-20,344,16,1
Bioflock vs bottom clean fishfarming,11-Jul-20,"2,327",89,30
Bioflock fish farming in kolkata west bengal || full guide in biofloc system || Ammonia Control,30-Oct-19,"8,479",212,18
Turbo Air Blower for Bioflock & Aquaculture 9821501735,2-Aug-19,"4,058",36,1
Bioflock fish farming requirement goods,13-Jun-20,371,LIKE,DISLIKE
Bioflock Fising,5-Apr-20,88,6,0
Bioflock fish farming in Rajnandgaon Chhattishgarh,13-May-19,"227,228",2.4K,198
External Income With Bioflock / বায়োফ্লকের সাথে অতিরিক্ত রোজগার কিভাবে করবেন,22-Jan-21,599,58,0
Cement Tank Setup Bioflock + Bottomclean part 1,22-Nov-20,706,70,0
Bioflock tank update Agartala Tripura,24-Aug-20,"1,527",56,2
oxygen management in bioflock fish farming,28-Apr-21,187,21,0
Bioflock fish farming,12-Sep-20,6,1,0
Winter season bioflock fishfarming,16-Dec-20,234,21,0
Bioflock fish farming gives many times profit as compared to  traditional fish farming,8-Jun-21,110,4,0
Bioflock fish farm in nepal,19-Mar-20,"2,645",59,2
Bioflock Setup  (short) video,14-May-21,10,0,0
Bioflock fish farming in Hooghly Guptipara West Bengal First Episode,24-Oct-19,"3,204",78,17
Bioflock Fisheries 🐠🐟🐬🐋,20-Apr-21,4,1,0
#bioflock.,19-Jun-20,365,10,0
Bioflock system,1-Jun-19,"1,262",LIKE,DISLIKE
Bioflock tank me live 52 and vitamin B complex kese use Kare || how can I use liv 52 in BioFloc ||,18-Jul-20,"3,843",81,2
Bioflock fish farming Bangladesh,11-Apr-20,40,0,0
Bioflock fish farm शुरू करने से पहले ये जरूर देख ले।।एक टैंक से 40 से 50 हजार कमाई सच या झूठ।।।,25-Oct-20,"1,956",60,7
aquafonics & bioflock... mantel road pabna... 01766 065884,17-Sep-20,17,0,0
Bioflock,17-Nov-19,3,0,0
Bioflock Cement Tank Construction,3-Feb-20,"1,287",17,2
Bioflock fish farming ep 13,29-Oct-20,356,44,0
Bioflock training update Agartala Tripura,9-Nov-20,624,25,5
পিএইচ কন্ট্রোল করার উপায় । How to control ph in biofloc । bioflock ph,21-Sep-20,"8,607",601,20
Bioflock sylhet tour,30-Sep-20,307,22,1
Bioflock fish,9-Dec-20,7,0,0
বায়োফ্লক এয়ার পাম্প | Resun LP-100 | Low Noise | Bioflock Air pump,30-Apr-20,"9,780",305,14
"5 HP Root blower, SHIKHA BLOWERS, Pond air blower, bioflock blower, RAS Blower, Shrimp Blower",8-Jun-21,17,1,0
BioFlock Fish Farming,12-Oct-20,9,0,0
Bioflock fish farm visit,27-Jul-20,5,0,0
hing density catfish in bioflock tank,11-Mar-21,6,0,0
Bahrampur is the largest bioflock system of fish farming products Shop.    Contact Number-7908018504,28-Aug-20,576,8,0
बायोफ्लॉक फिश ट्रेनिंग सेंटर कॉन्टेक्ट(फोन) नंबर सहित/bioflock fish training centre,3-May-20,379,12,0
aksha's bioflock cat fish/ /বায়োফ্লক মাগুর মাছ,18-May-21,16,2,0
Bioflock  Vietnum Koi Fish Part  Harvesting,7-Dec-20,"3,406",130,6
bioFlock: Health Vaccination,29-Mar-12,47,0,0
bioflock tank এরিয়েশন সিস্টেম ও লিচিং প্রসেস.2020 fish agricultur,20-Sep-20,528,24,1
Bioflock first step বায়োফ্লক এর প্রথম ধাপ,30-Jul-20,28,6,0
"Landking Bioflock , Cement tank 30,000 litre.Raipur.Chhattisgarh.Mob8l no- 7389907444",2-Apr-21,289,14,0
bioflock Kay fish Chas  emon 01720117810,13-Apr-21,5,0,0
bioflock assam update-5,8-Jun-19,45,2,0
Jalpaiguri fish #bioflock,21-Nov-19,138,9,0
Bioflock tank making idea.....2,13-Mar-20,85,5,0
Bioflock chains puti,10-Jun-20,7,1,0
Bioflock Fish Stocking in English,7-Aug-20,212,19,0
🐠🐟🐠🐟🐠🐟🐠🐟🐠#shorts#fishing#bioflock #short #shortvideos #ytshort,1-Jun-21,645,11,1
সস্তা বায়োফ্লক ট্যাঙ্ক সেটআপ#Cheap bioflock tank setup,11-May-21,100,9,0
Filling water in bioflock tanks today,4-Mar-21,272,15,0
"Bioflock mix fish farming singhi,koi,gold fish & bata.",9-Dec-19,"1,046",7,3
DRIAM Bioflock & ornamental fish farmming Trainning in kapasia,19-Jun-21,"4,861",38,0
bioFlock: Movement Event,29-Mar-12,147,0,1
panen lele kolam BIOFLOCK,23-Apr-21,10,2,0
Bioflock tank materials and total cost. #bioflockfishfarming #punjab #pathankot,7-Jun-20,328,67,0
Bioflock setup 10000 Litter All cost VDO,26-Sep-20,18,1,0
"May 18, 2021 Bioflock Fish tank set up  snake 🐍 in",18-May-21,4,2,0
Bioflock fish farming  ep 3,27-Aug-20,554,74,0
Bioflock in kushinagar UP,2-Sep-19,"3,860",31,1
blower kolam bioflock supercharger amr 500 aquaculture makassar,5-May-21,48,1,0
bioFlock: Expense by Animal,29-Mar-12,53,0,0
Bioflock culture se fish harvesting(2),1-Feb-21,12,0,0
Bio Flock Fish Farm in Sahiwal |||||| Fish Farm in Sahiwal ||||| Fish Farm ||||| Fish Farming,30-May-21,99,17,0
Bioflock tanki presses,23-Nov-19,5,1,0
"#familyvoice #bioflock fish farming episode no.5, 🐟🐟🐟🐠🐠🐠 94 days 250grams",5-May-21,"1,734",319,2
Vlog At my Dad's “FishFarm” #BioFlock Ft. Adrija from Million Reasons to Smile,12-Jun-21,47,5,2
#reegain#vitacare দিয়ে মাছচাষ।low cost bioflock tank,9-Mar-21,"1,300",76,2
Koi fish update in bioflock,11-Sep-20,3,0,0
"5 HP Aqua Blower, Shikha Blower, RAS Blower, Bioflock Blower, Fish Farming, Airoxi Tube",25-Apr-21,41,5,0
bioflock technology fish farming,4-Feb-20,97,4,0
Bioflock fish tank sheet,3-May-20,2,0,0
Harvesting in my Bioflock Tank,26-Nov-20,9,0,0
Bioflock Tank Set-up in murshidabad Part - 1,27-Nov-19,26,1,0
bioFlock: Expense by Location,28-Mar-12,24,0,0
bioflock fish farm,19-Aug-20,8,3,0
Alam bioflock fish farm//,16-Aug-20,14,2,0
Bio-Flock tour:: As a scientist. #AquaManBd,14-Sep-19,285,8,1
bioFlock: Death Event,29-Mar-12,22,0,0
Short description  about bioflock,11-Sep-20,9,1,0
Bio flock Tank update | jaikumr Nagpur | maharashtra,16-Jul-20,"2,607",135,8
Singhada fish farming in bioflock,25-May-21,512,3,2
Bioflock,18-Nov-19,3,1,0
Alpona gram lankamura Agartala  next bioflock traning is on 21st Feb 2021,20-Jan-21,310,20,1
"which  Fish Growth Is Best in Bio Flock tank ,  بائیو فلاک میں فش کی بہترین گروتھ",3-Apr-21,944,43,0
Fast  bioflock farm in Odisha,28-Jul-19,96,9,3
Jalpaiguri fish #bioflock#,28-Jan-20,175,6,1
Bioflock Tank । A new technology of Fish farming #shorts #wearefarmers #fishfarming,15-Apr-21,626,24,0
CCDA-SEP Demonstration on Different Technologies-Bio Flock।। Nurunnabi Rasel,6-Jun-21,3,0,0
"Biofloc का 6 टैंक सेटअप in Sarawe (Siwan, Bihar) || National Bioflock fish🐠🐋🐟 farming in sarawe",29-Jan-21,50,23,0
Bio Flock Fish Seed Sanitization in English,3-Aug-20,294,27,0
Adil bio flock Aqua fish Farming,15-Sep-20,323,2,0
Bioflock,5-Sep-17,50,0,0
3D bioflock farming Pakistan,27-Apr-20,12,1,0
Bhadrak@sai Bioflock bhadrak,24-Apr-21,627,6,0
Bioflock,15-Nov-20,9,2,0
Jalpaiguri fish#bioflock.,9-Mar-20,45,2,0
Bioflock fish farm,15-Oct-20,11,1,0
Bioflock singhi fish in my tank,19-Nov-19,120,0,1
Bioflock fish farm,27-Aug-20,5,2,0
bioflock Kay fish   emon  01720117810,3-Apr-21,19,2,0
First bioflock setup of nasik Maharashtra.,1-May-19,"1,689",66,3
Bioflock fish farming  ep 5,10-Sep-20,579,78,0
Bhadrak @ sai Bioflock bhadrak,24-Apr-21,2,0,0
Bioflock,29-Sep-20,4,0,0
Bioflock fish farming  ep 4,6-Sep-20,624,88,0
Bio flock Aerator System,27-Dec-19,"1,028",10,2
Bio flock method for Vannamei culture,5-Nov-17,"3,960",34,2
bio flock,4-Oct-20,100,29,2
ছাদে মাছ চাষ: Bio-Flock fish farming :: TDS and wrong concept of producing flock.#AquaManBd,31-Aug-19,297,11,1
bioflock fish farming nia idea ďebo next video thaka,6-Sep-19,31,2,0
Wild Tilapia seed stocking in Bio flock..... Naeem syal,12-Mar-20,887,26,0
Ali Sher and Arham Swimming in Bio Flock Fish Farm,20-May-21,123,8,0
Bio flock fish Farm My whatshap no 9813561626,19-Jul-20,106,11,0
Fish Farm-Bio flock/ Natural Pond,1-Apr-21,157,28,0
bioFlock: Welcome Screen,28-Mar-12,38,0,0
Bioflock system in valod,4-Mar-21,804,8,0
#fishfarming #bioflock Fish farming NAGAON college,10-Feb-21,17,4,0
BIO FLOCK FISH FARMING IN A SMALL TANK  200 Ltr,17-Jun-20,"4,133",37,5
Bio flock,28-Jul-20,7,0,0
2000 കിലോ വിളവെടുപ്പിന് തയ്യാറായ ഉണ്ണിയേട്ടന്റെ ബയോഫ്ലോക്ക് മത്സ്യ കൃഷി I Bioflock fish farming,14-Sep-20,"132,787",2.6K,95
Bioflock fish farming in Maharajganj / bioflock से 4 महीने मे 1 lak कमाए,25-Jun-20,469,30,1
#punjab #pathankot #bioflock    Visiting mushroom farm and desi chicken farm||,28-Nov-20,319,48,0
BIO FLOCK MANNARKKKAD,24-May-21,2,0,0
bioflock   ciment   tank  new  make  10000 litters   emon. 01720117810,3-Apr-21,8,1,0
Bioflock 🎏 farm sk rafik-9735231324,19-Oct-20,9,0,0
তেলাপিয়ার পোনা Bio flock,12-Apr-21,3,1,0
Jalpaiguri fish#bioflock,21-Feb-20,178,6,0
Fish cultivation through bioflocks.,24-Aug-20,6,0,0
Alam bioflock,2-Oct-20,5,1,0
Fco For Biofloc/FCO তৈরির সহজ নিয়ম,4-Feb-21,671,68,1
ബയോഫ്ലോക്ക് തിലാപ്പിയ മസാല ||bioflock Thilapiya masala,26-May-21,140,8,0
bioflock  water  preparation  emon.   01720117810,3-Apr-21,5,0,0
Water Preparation in Bioflock Fish Farming,1-Jan-20,949,33,1
কম খরচে পলি পন্ড বায়ো ফ্লক 🤔 Normal Bio-Flock এর থেকে ভালো?,5-Dec-20,"1,205",55,5
kolam bioflock DHD farm,13-Jan-21,"3,289",270,22
bioflock fish 🎏 farm,28-May-21,557,8,1
Fish breeding training and bioflock 7635859822,15-May-21,19,1,0
বায়োফ্লকে মাছ চাষ -  কোন ধরনের এয়ার পাম্প ব্যবহার করবেন ? Best Air Pump For Biofloc Fish Farming,28-Dec-20,"8,426",285,15
বাড়ির ছাদে থাইল্যান্ডের কালো হাঁস পালন পদ্ধতি | কালো হাঁসের খামার | Black duck farming bangladesh,14-Nov-20,"304,805",3.9K,269
😎বছরে প্রচুর ইনকাম |  আপনার এলাকায় আপনি প্রথম শুরু করুণ | সারাজীবন বাড়িতে এসে মাল নিয়ে যাবে,21-Jul-19,"5,316,516",162K,6.9K
বায়োফ্লকের সিমেন্ট ট্যাংক তৈরির A to Z  ফ্রি প্রশিক্ষন  Fero Cement tank,3-Jan-20,"533,038",6.5K,536
Free Workshop on biofloc fish farming  in Dhaka | ঢাকাতে একদিনের ফ্রি সেমিনার।,15-Jan-20,"1,900",88,2
Biofloc Aquaculture Training update at 21th June,22-Jun-19,"5,394",104,15
Biofloc fish farm training at Malda,18-Nov-19,"15,520",278,23
Fish growth problems in biofloc | Biofloc In Bengali,9-Mar-20,"8,496",384,26
Successful Entrepreneurs From Tripura In #Biofloc Fish Farming ।। বায়োফ্লক মাছচাষে সফল উদ্যোক্তা।।,26-Oct-20,"2,292",166,4
"""BIOFLOC AQUACULTURE TRAINING""  CONCLUSION (WhatsApp: +8801918401646)",22-Apr-19,"16,996",239,42
Cement Tank Biofloc Fish Farming in Rajshahi (First Phase),8-May-20,"1,350",28,0
"2 Days Biofloc Practical Training ,Class with water parameter , Dhaka uddan,",14-Mar-20,"1,154",32,6
Part 1| Basic of biofloc,12-May-19,643,13,1
Biofloc Fish Farming Free Training in India । Small Business Ideas from Home 2020,9-Feb-20,"4,250",135,14
বায়োফ্লক মাছ চাষের নিয়মাবলী... BMP BIOFLOC FISH FARM. BERHAMPORE. MURSHIDABAD.,,"1,940",40,4
Biofloc Technology A Practical Guide Book Intro,17-Aug-19,"9,716",244,18
Biofloc Fish Farming Basic Tutorial Part 2 Free Training,18-Dec-19,"1,009",70,7
Biofloc Fish Farming | Water Preparation | Biofloc in Bengali,14-Apr-20,"1,249",17,5
Biofloc training update,29-Dec-19,"9,567",247,22
Biofloc Fish Farming | C/N Ratio | কার্বন ও নাইট্রজেন এর অনুপাত |  Biofloc Institute,9-Nov-19,"3,953",185,11
Biofloc fish farming practical training in bangla ll বায়োফ্লক পদ্ধতিতে মাছ চাষ।,"Premiered Mar 21, 2020","2,136",68,2
BMP BIOFLOC FISH FARM & TRAINING PART 2 | KANDI BMP | MOHANBAGAN ROAD | MURSHIDABAD |,29-Jan-21,"3,797",96,16
Bottom Clean process Vs Pond toilet Vs Biofloc - Hindi,26-Jul-20,"5,921",164,10
BioFloc fish farming training in Kolkata on 27-28 July 19,16-Aug-19,"27,783",417,38
new biofloc training series part 1 || biofloc free online training | biofloc fish farming,9-Apr-20,"5,998",262,13
Biofloc Fish Farming Online Training Part 02..,,"97,604",1.6K,114
"Biofloc fish harvest at 8th November 2019 Part-8, 01304237253",9-Nov-19,"9,513",87,15
SUBSIDY APPROVED IN BIOFLOC FISH FARMING I BioFloc ke liye Loan | Fish Farming Loan | Farming Loan.,13-Dec-19,"8,912",183,13
Biofloc training in ramkrishna mission | মাসে লাখ টাকা আয় করতে চান/ সার্টিফিকেটে সাবসিডি লোনের সুযোগ,16-Nov-19,"89,341",4.1K,192
"How to know good Molasses for Biofloc & Training update at 28th February, 01304237253",10-Mar-20,"1,245",25,14
Best tank for biofloc fish farming | Biofloc In Bengali,4-Feb-20,"6,555",631,21
Prawn Farming in Homemade Biofloc | 60 days Update  | batch 3 - part 3 | Shrimp Vannamei,18-Feb-20,"61,316",716,40
Biofloc Fish Farming # A to Z Training # Class 1 # Debtanu Barman,"Premiered Mar 28, 2020","3,477",65,10
Biofloc Freshwater Fish Farming Online Training Part 04... English,"Premiered Dec 22, 2019","2,033",55,1
Biofloc Fish Farming | Biofloc In Bengali,29-Jan-20,"3,930",268,9
pangasius fish harvesting & biofloc negative point || biofloc fish harvesting,7-Dec-19,"46,046",781,94
তরুণ উদ্যোক্তা মিথুনের বায়োফ্লক পর্ব 2 । কৃষি বাজার,"Premiered Jan 9, 2020","10,150",153,15
Biofloc Freshwater Fish Farming Online Training Part 02... English,"Premiered Dec 11, 2019","1,788",58,1
Biofloc Training  at Indonesia Part 1 ইন্দোনেশিয়াতে বায়োফ্লোক মাছ চাষ প্রশিক্ষণ -Part 1,21-Dec-18,"15,705",203,9
বায়োফ্লক ফিশ ফার্মিং অভিজ্ঞতা জানালেন চিরঞ্জিত বাবু || West Bengal biofloc fish farming,6-Nov-19,"33,095",890,68
biofloc online training part 3  biofloc fish farming  biofloc fish farming in bangladesh Abdur Rahim,7-Jul-20,"2,977",19,1
Biofloc TDS Full Explanation.Clear all confusion of TDS. BIOFLOC FISH FARMING IN BIRBHUM WEST BENGAL,3-Jun-20,"4,796",140,7
